"account_id","segment","region","implementation_complexity","contract_value","tenure_months","product_usage_rate","active_seats_ratio","training_completion_rate","support_tickets_90d","avg_response_hours","prior_incident","escalation_flag"
"ACCT-1128","Enterprise","South","High",21907,5,0.5097,0.5251,NA,4,20.95,0,0
"ACCT-1129","SMB","North","Low",15749,68,0.4342,0.5985,0.2267,5,16.77,0,1
"ACCT-1130","Enterprise","South","High",75051,15,0.6322,0.4576,0.4215,5,22.98,1,1
"ACCT-1131","Enterprise","West","High",116928,6,0.6234,0.5957,0.6949,4,41.95,0,0
"ACCT-1132","Mid-Market","North","Medium",35313,75,0.7242,0.7778,0.7832,1,20.4,1,0
"ACCT-1133","SMB","West","Low",10752,73,0.7018,0.4769,NA,2,8.35,0,0
"ACCT-1134","Strategic","North","Medium",193660,28,0.6145,0.5145,0.8861,2,10.57,0,1
"ACCT-1135","SMB","East","Low",14485,33,0.8049,0.6131,0.6824,1,14.43,0,0
"ACCT-1136","SMB","North","Medium",18072,30,0.7678,0.7665,0.8057,1,9.61,0,1
"ACCT-1137","Enterprise","South","Low",75068,33,0.772,0.6696,0.641,3,7.24,0,0
"ACCT-1138","Strategic","West","Low",92234,96,0.8911,0.6455,NA,1,11.28,0,0
"ACCT-1139","Mid-Market","North","High",37099,17,0.5694,0.4972,0.2637,4,20.28,1,0
"ACCT-1140","Enterprise","East","Medium",76813,23,0.66,0.6125,0.686,2,10.45,0,0
"ACCT-1141","Strategic","South","Medium",124341,12,0.7188,0.7104,0.5948,1,5.04,0,0
"ACCT-1142","Mid-Market","West","Medium",98229,32,0.9254,0.8031,0.7898,1,7.16,0,0
"ACCT-1143","Mid-Market","North","High",40118,8,0.4342,0.574,0.3202,4,21.53,1,0
"ACCT-1144","Strategic","North","Medium",175576,26,0.7197,0.8952,0.8352,1,9.22,0,0
"ACCT-1145","Mid-Market","South","Low",18281,40,0.6943,0.7712,0.6441,4,18.62,0,0
"ACCT-1146","Enterprise","East","Low",77178,65,0.8986,0.8701,0.8222,3,3.32,0,0
"ACCT-1147","Enterprise","West","Medium",54572,19,0.4949,0.4183,0.6143,7,32.91,1,0
"ACCT-1148","Mid-Market","North","Low",34352,28,0.5716,0.4246,0.319,1,19.12,0,0
"ACCT-1149","Mid-Market","North","Low",21923,14,0.99,0.99,1,1,6.58,1,0
"ACCT-1150","Enterprise","East","Low",33911,36,0.6822,0.7903,NA,2,29.25,0,0
"ACCT-1151","Mid-Market","South","Medium",27018,28,0.8052,0.7701,0.5606,2,7.16,0,0
"ACCT-1152","Mid-Market","North","Low",45215,16,0.6913,0.6977,NA,2,4.85,1,0
"ACCT-1153","Mid-Market","North","Low",34541,38,0.901,0.6299,0.9077,2,13.33,0,0
"ACCT-1154","Enterprise","East","Medium",44531,27,0.8613,0.7015,0.5264,1,10.94,0,0
"ACCT-1155","Enterprise","West","Medium",62108,72,0.6676,0.7304,0.7566,4,14.03,0,0
"ACCT-1156","SMB","South","Medium",8758,15,0.651,0.5663,NA,3,5.59,0,0
"ACCT-1157","SMB","East","Low",9079,11,0.7321,0.5976,0.7171,2,13.73,1,0
"ACCT-1158","Enterprise","South","High",47725,74,0.6363,0.5415,0.4627,3,46.78,1,0
"ACCT-1159","Mid-Market","South","Low",32914,20,0.9553,0.8493,0.7514,1,13.51,0,0
"ACCT-1160","Mid-Market","South","Low",51331,41,0.5072,0.4325,0.5442,0,9.43,0,0
"ACCT-1161","SMB","South","Low",11408,22,0.7948,0.6214,0.5372,2,4.37,1,0
"ACCT-1162","Enterprise","West","Medium",47556,47,0.7914,0.8473,0.9477,3,12.53,0,0
"ACCT-1163","Mid-Market","West","Low",54107,31,0.99,0.7466,0.9585,1,12.05,0,0
"ACCT-1164","Mid-Market","South","Low",17778,12,0.6312,0.5077,0.5572,0,14.91,0,0
"ACCT-1165","Enterprise","East","Low",42299,53,0.7066,0.6863,0.6046,4,14.12,0,0
"ACCT-1166","SMB","East","Low",21666,14,0.6122,0.8278,0.6205,6,15.6,0,0
"ACCT-1167","Strategic","South","High",161069,14,0.537,0.6261,0.332,5,16.75,0,1
"ACCT-1168","Mid-Market","North","Medium",33135,45,0.8358,0.8939,0.5368,2,12.11,0,0
"ACCT-1169","Mid-Market","South","Medium",21083,30,0.6982,0.6051,0.6815,2,14.43,0,0
"ACCT-1170","Strategic","South","High",120220,2,0.3857,0.3582,0.1965,6,33.55,1,1
"ACCT-1171","Enterprise","North","Low",94533,67,0.7706,0.873,0.6972,0,16.29,0,0
"ACCT-1172","Mid-Market","North","Low",34710,10,0.7145,0.7538,0.806,3,10.99,0,0
"ACCT-1173","SMB","North","Low",28443,37,0.798,0.7342,0.6835,2,16.48,0,0
"ACCT-1174","Strategic","South","Low",258401,15,0.5868,0.6592,0.6493,1,13.85,0,0
"ACCT-1175","SMB","West","Low",17893,12,0.6211,0.7221,0.5799,2,5.13,0,0
"ACCT-1176","Mid-Market","West","Low",27277,47,0.4993,0.5418,0.5672,4,20.87,0,0
"ACCT-1177","Mid-Market","East","Medium",41197,8,0.6932,0.8569,0.6093,3,12.59,0,0
"ACCT-1178","Mid-Market","East","Low",18937,40,0.9102,0.9478,0.6336,0,9.01,0,0
"ACCT-1179","Mid-Market","East","Medium",27722,29,0.8668,0.6256,0.7657,0,9.25,0,0
"ACCT-1180","Mid-Market","East","High",44312,11,0.5946,0.3312,0.514,4,24.3,0,1
"ACCT-1181","SMB","West","Low",14260,26,0.5042,0.4592,0.3177,3,11.79,0,0
"ACCT-1182","Mid-Market","West","Medium",62198,30,0.689,0.6302,0.7281,1,7.97,0,0
"ACCT-1183","Strategic","North","Low",326452,10,0.9811,0.7629,0.7593,2,13.14,0,0
"ACCT-1184","Enterprise","West","Low",41700,96,0.7744,0.878,0.8738,3,10.89,1,0
"ACCT-1185","Mid-Market","South","Low",29583,8,0.4353,0.5223,0.7018,2,9.73,1,0
"ACCT-1186","SMB","East","Medium",13798,19,0.8003,0.6929,0.8196,3,6.26,0,0
"ACCT-1187","Mid-Market","South","Low",21073,28,0.7766,0.8542,NA,0,16.25,0,0
"ACCT-1188","SMB","North","Medium",15031,16,0.352,0.3777,0.452,4,19.88,0,0
"ACCT-1189","Mid-Market","South","Medium",47917,52,0.8208,0.5726,0.6591,0,6.79,0,0
"ACCT-1190","SMB","North","Medium",21182,10,0.3564,0.483,0.6053,1,10.66,1,1
"ACCT-1191","Strategic","South","Medium",264300,12,0.6239,0.5135,0.5702,4,13.43,0,0
"ACCT-1192","Mid-Market","West","High",25593,17,0.6357,0.5798,NA,3,20.67,1,0
"ACCT-1193","Mid-Market","North","High",88223,17,0.2726,0.4971,0.2189,9,67.8,0,0
"ACCT-1194","Mid-Market","West","Medium",28004,30,0.8964,0.8187,0.7813,2,14.82,0,0
"ACCT-1195","Mid-Market","North","Medium",20609,29,0.8066,0.554,0.6618,3,19.95,0,0
"ACCT-1196","Strategic","East","Medium",287272,16,0.8444,0.7626,0.7389,1,4.04,0,0
"ACCT-1197","Enterprise","East","Low",55624,76,0.8484,0.8517,0.9781,4,9.97,0,0
"ACCT-1198","Mid-Market","North","High",21601,46,0.7612,0.6066,0.5536,4,22.11,0,0
"ACCT-1199","Enterprise","East","Medium",89628,35,0.6726,0.7238,0.522,1,17.08,0,0
"ACCT-1200","Enterprise","South","Medium",116236,20,0.7343,0.6076,0.7771,0,6.3,1,0
"ACCT-1201","Enterprise","East","Medium",55537,55,0.4046,0.5143,0.298,2,12.37,1,0
"ACCT-1202","Enterprise","East","Medium",18616,22,0.7864,0.6806,0.784,1,11.07,0,0
"ACCT-1203","SMB","East","Medium",10292,25,0.7833,0.6547,0.8432,1,4.69,1,0
"ACCT-1204","SMB","East","High",14185,34,0.6221,0.4847,0.4616,3,12.24,1,1
"ACCT-1205","Mid-Market","East","Low",50685,27,0.5625,0.7267,0.2943,4,5.61,1,0
"ACCT-1206","SMB","West","Medium",16213,17,0.2145,0.3454,0.5441,3,8.25,1,0
"ACCT-1207","Mid-Market","North","Medium",57280,31,0.6184,0.5814,0.8683,4,21.2,1,0
"ACCT-1208","SMB","West","Low",30020,7,0.6398,0.5863,NA,3,9.61,0,0
"ACCT-1209","SMB","East","Medium",14110,9,0.6047,0.7318,0.4598,2,20.95,0,0
"ACCT-1210","SMB","East","High",10228,20,0.2346,0.3463,NA,6,61.58,1,1
"ACCT-1211","Mid-Market","North","Medium",26417,44,0.9724,0.8716,0.8898,0,15.65,0,0
"ACCT-1212","SMB","East","Medium",18707,15,0.584,0.4318,0.5103,1,20.84,0,0
"ACCT-1213","SMB","North","Low",25592,46,0.5272,0.4932,NA,1,9,0,0
"ACCT-1214","Enterprise","West","Low",115171,28,0.5675,0.5339,0.6082,3,9.48,0,0
"ACCT-1215","SMB","West","Medium",8134,41,0.7272,0.58,0.5815,7,17.35,1,1
"ACCT-1216","SMB","South","Low",41245,96,0.6319,0.6427,0.3961,5,25.16,1,1
"ACCT-1217","Enterprise","West","Medium",261847,23,0.9597,0.7915,0.7948,1,13.49,0,0
"ACCT-1218","SMB","East","Low",15304,40,0.6288,0.7622,NA,2,19.03,0,1
"ACCT-1219","Mid-Market","South","Medium",28963,30,0.5365,0.4902,0.7204,1,19.19,1,0
"ACCT-1220","Enterprise","South","Medium",57022,55,0.4942,0.6298,0.5312,2,12.96,0,0
"ACCT-1221","SMB","East","High",13907,69,0.6278,0.6077,NA,8,27.23,1,0
"ACCT-1222","Enterprise","East","Medium",70914,31,0.6879,0.6249,0.718,2,5.34,1,0
"ACCT-1223","Strategic","West","Low",86383,50,0.805,0.7601,0.6869,1,6,0,0
"ACCT-1224","Mid-Market","South","Medium",47240,16,0.4278,0.5318,0.5261,0,6.89,0,0
"ACCT-1225","Enterprise","North","Low",78482,21,0.99,0.7717,0.845,2,14.79,0,0
"ACCT-1226","Enterprise","South","Low",68550,25,0.8019,0.7747,0.8271,1,5.78,0,0
"ACCT-1227","Enterprise","South","Medium",78308,21,0.8559,0.869,0.6646,2,11.99,0,0
"ACCT-1228","Mid-Market","West","Medium",17048,9,0.5418,0.643,0.4999,1,13.79,0,0
"ACCT-1229","Mid-Market","West","High",19613,41,0.5144,0.4276,0.6496,5,20.09,0,0
"ACCT-1230","SMB","West","Medium",10737,96,0.7235,0.7644,0.7116,1,4.28,0,0
"ACCT-1231","Enterprise","East","Medium",47177,37,0.8275,0.6808,NA,0,5.69,0,0
"ACCT-1232","Enterprise","South","Medium",166908,5,0.617,0.7098,NA,2,16.13,0,0
"ACCT-1233","Strategic","West","Low",131098,36,0.99,0.99,0.6941,2,9.66,0,0
"ACCT-1234","SMB","South","Low",17399,15,0.5114,0.634,0.56,3,12.28,1,0
"ACCT-1235","Mid-Market","West","Medium",39250,42,0.3557,0.3723,0.3552,8,9.15,1,1
"ACCT-1236","Enterprise","East","Medium",110108,70,0.9588,0.99,0.8067,2,8.65,1,0
"ACCT-1237","SMB","South","Low",14256,28,0.5047,0.6237,0.4417,3,11.96,0,1
"ACCT-1238","Mid-Market","East","Medium",22914,42,0.5943,0.4551,0.5125,2,33.76,0,0
"ACCT-1239","SMB","East","Medium",13804,23,0.5218,0.6903,0.6608,2,7.55,0,1
"ACCT-1240","Mid-Market","East","Medium",97721,31,0.6926,0.7088,0.7393,5,11.11,1,1
"ACCT-1241","Mid-Market","East","High",59537,27,0.2145,0.2631,0.356,16,50.16,1,1
"ACCT-1242","Enterprise","East","Medium",159050,62,0.608,0.5862,0.9399,4,15.41,1,0
"ACCT-1243","Mid-Market","West","Medium",16858,16,0.5826,0.4636,0.6156,0,3.99,0,1
"ACCT-1244","Mid-Market","North","Low",47437,40,0.4058,0.6139,0.6689,6,24.59,1,0
"ACCT-1245","Mid-Market","East","Low",39681,43,0.6445,0.6161,0.5688,0,9.57,0,0
"ACCT-1246","SMB","South","Low",20336,54,0.7754,0.7532,0.638,1,6.17,0,0
"ACCT-1247","Mid-Market","South","Medium",43224,47,0.8198,0.9027,0.7942,5,25.98,1,1
"ACCT-1248","Mid-Market","East","Low",27977,47,0.8087,0.8795,0.6723,3,16.38,0,0
"ACCT-1249","Strategic","West","Low",71796,37,0.9729,0.84,0.6938,1,7.57,0,0
"ACCT-1250","Enterprise","North","Low",81476,20,0.6595,0.4758,0.7488,1,11.27,0,0
"ACCT-1251","Strategic","North","High",244879,19,0.6343,0.6348,0.6462,1,5.44,0,0
"ACCT-1252","Enterprise","North","Medium",30915,28,0.5479,0.4989,0.3972,4,9.93,0,0
"ACCT-1253","SMB","West","Medium",3436,22,0.4101,0.5984,0.5154,9,46.71,1,0
"ACCT-1254","Enterprise","East","Low",57255,11,0.5537,0.5574,NA,3,10.2,1,0
"ACCT-1255","Enterprise","North","Low",79382,10,0.9212,0.8881,0.8016,4,21.31,0,0
"ACCT-1256","Mid-Market","North","Low",26488,17,0.5204,0.5052,0.5033,2,21.78,0,1
"ACCT-1257","SMB","West","Low",23565,44,0.2642,0.2994,0.3218,2,13.86,0,0
"ACCT-1258","Mid-Market","East","Low",45350,48,0.6899,0.5813,0.7526,2,13.06,1,0
"ACCT-1259","Mid-Market","North","High",27352,15,0.3033,0.3376,NA,4,33.87,1,0
"ACCT-1260","Mid-Market","West","Low",51985,16,0.767,0.6574,0.6632,2,8.25,0,0
"ACCT-1261","Mid-Market","South","High",22908,46,0.743,0.7284,0.4621,0,13.77,0,0
"ACCT-1262","Mid-Market","South","Medium",105669,12,0.7247,0.8712,0.65,4,22.57,1,0
"ACCT-1263","Enterprise","East","Low",94561,32,0.4915,0.4184,0.4388,4,27.12,1,0
"ACCT-1264","Mid-Market","East","Medium",28046,35,0.5865,0.6863,NA,2,16.92,0,0
"ACCT-1265","Enterprise","East","Medium",68021,40,0.5653,0.6673,NA,2,8.55,0,0
"ACCT-1266","Enterprise","South","Low",120959,27,0.8574,0.8455,0.594,1,8.64,1,0
"ACCT-1267","SMB","East","Medium",11240,46,0.7365,0.7588,0.6907,4,37.83,0,0
"ACCT-1268","Mid-Market","East","Medium",35557,28,0.7099,0.8825,0.6896,3,7.3,0,0
"ACCT-1269","Mid-Market","South","Medium",29705,34,0.8628,0.7245,0.7391,3,7.08,0,0
"ACCT-1270","Strategic","South","Low",122314,14,0.8545,0.6247,0.8988,4,37.65,0,0
"ACCT-1271","Mid-Market","West","High",67896,19,0.4285,0.6328,NA,2,27.32,1,0
"ACCT-1272","Enterprise","North","Low",115386,3,0.8462,0.8592,0.8562,3,13.67,0,0
"ACCT-1273","SMB","East","Low",6121,22,0.5007,0.4844,0.7484,2,12.34,0,0
"ACCT-1274","Mid-Market","North","Medium",28460,25,0.8693,0.6452,0.7274,1,5.98,0,0
"ACCT-1275","SMB","West","Medium",19215,39,0.4506,0.5074,NA,6,16.33,1,0
"ACCT-1276","SMB","North","Low",8197,54,0.8044,0.7441,0.7688,1,8.74,0,0
"ACCT-1277","Mid-Market","South","High",40909,36,0.4633,0.6065,0.0739,2,20.54,1,0
"ACCT-1278","Mid-Market","East","Low",19486,21,0.8784,0.7938,0.7361,1,16.85,0,0
"ACCT-1279","Enterprise","North","Low",52608,26,0.9104,0.8687,0.6845,2,9.4,0,0
"ACCT-1280","SMB","North","High",16877,34,0.4364,0.3673,NA,4,15.65,0,0
"ACCT-1281","SMB","West","Low",5936,29,0.8853,0.8718,0.7289,0,6.06,0,1
"ACCT-1282","Enterprise","West","Low",46234,48,0.6848,0.5402,NA,0,10.57,0,0
"ACCT-1283","Mid-Market","North","Medium",31268,22,0.3211,0.3287,0.4836,7,13.05,0,1
"ACCT-1284","Mid-Market","West","Low",52859,54,0.6827,0.627,0.4763,4,12.28,1,0
"ACCT-1285","SMB","East","Medium",13304,57,0.8333,0.83,0.6997,3,19.34,1,0
"ACCT-1286","Mid-Market","South","Medium",55474,18,0.7177,0.8449,0.5976,1,12.62,1,0
"ACCT-1287","Mid-Market","South","Medium",38417,46,0.8719,0.8211,0.5691,2,13.08,0,0
"ACCT-1288","Mid-Market","South","High",24163,46,0.6706,0.624,0.3689,6,38.84,1,0
"ACCT-1289","Mid-Market","North","Low",52306,33,0.8979,0.7638,0.6456,1,6.91,0,0
"ACCT-1290","Enterprise","West","Low",76994,5,0.3877,0.4045,0.4962,5,20.63,0,1
"ACCT-1291","Mid-Market","East","Low",43998,28,0.6359,0.7442,0.5644,2,10.96,1,0
"ACCT-1292","Enterprise","East","Medium",48083,6,0.7186,0.6916,0.7197,3,10.39,0,0
"ACCT-1293","Mid-Market","North","Low",42715,44,0.99,0.8972,0.9243,0,6.61,1,0
"ACCT-1294","SMB","East","Medium",6285,35,0.8233,0.7944,0.6398,2,7.06,0,0
"ACCT-1295","SMB","North","Medium",17815,30,0.3425,0.4703,0.5808,3,11.31,0,0
"ACCT-1296","Mid-Market","West","Low",47094,58,0.2678,0.3995,NA,6,20.74,0,1
"ACCT-1297","Mid-Market","West","Medium",50226,53,0.4244,0.414,0.3315,3,7.69,0,0
"ACCT-1298","SMB","North","Low",17084,32,0.581,0.6383,0.742,3,11.33,0,0
"ACCT-1299","SMB","South","Low",12381,10,0.5553,0.6481,0.405,4,40.61,1,0
"ACCT-1300","SMB","East","Low",26856,48,0.8258,0.7981,0.6373,3,15.89,1,0
"ACCT-1301","Enterprise","South","Medium",60619,31,0.99,0.99,0.6665,1,12.73,1,0
"ACCT-1302","Strategic","West","Low",65632,14,0.5166,0.5557,0.6294,1,9.71,0,0
"ACCT-1303","Mid-Market","West","Medium",25413,56,0.7531,0.8552,0.6062,3,7.7,0,0
"ACCT-1304","Enterprise","South","Medium",108011,9,0.7994,0.99,0.682,2,8.14,0,0
"ACCT-1305","Mid-Market","South","High",54547,42,0.4531,0.5738,0.4925,4,16.49,1,0
"ACCT-1306","Mid-Market","East","Medium",53119,53,0.5458,0.644,0.6691,2,4.89,0,0
"ACCT-1307","SMB","West","Low",25974,22,0.6977,0.635,0.3911,1,6.88,0,0
"ACCT-1308","SMB","North","High",7609,21,0.4257,0.305,0.1144,7,27.04,0,0
"ACCT-1309","Mid-Market","East","Low",51717,10,0.7892,0.8328,0.926,4,37.15,0,0
"ACCT-1310","Enterprise","East","Low",66289,48,0.8662,0.7649,0.695,5,14.24,1,0
"ACCT-1311","Enterprise","East","Medium",70111,44,0.8322,0.8072,0.7826,2,20.74,1,0
"ACCT-1312","SMB","South","Low",21002,46,0.6085,0.6709,0.3362,2,13,0,0
"ACCT-1313","SMB","East","High",8855,20,0.586,0.7115,0.405,6,20.39,1,0
"ACCT-1314","Mid-Market","South","Low",29461,7,0.9813,0.8114,0.9333,0,5.6,0,0
"ACCT-1315","Mid-Market","West","High",51625,26,0.5574,0.3361,0.1642,3,7.21,0,0
"ACCT-1316","SMB","East","Medium",17881,19,0.6069,0.644,0.4667,2,6.21,0,0
"ACCT-1317","SMB","South","High",18416,9,0.5738,0.6684,0.4356,2,23.36,1,1
"ACCT-1318","Mid-Market","East","Medium",24331,22,0.4563,0.5254,NA,3,12.96,1,1
"ACCT-1319","SMB","West","Medium",38371,24,0.7368,0.6774,0.6883,1,11.12,0,0
"ACCT-1320","Strategic","North","Low",137832,13,0.6393,0.7641,0.7268,4,13.35,0,0
"ACCT-1321","Mid-Market","West","Medium",33643,8,0.4321,0.5745,NA,2,15.98,0,0
"ACCT-1322","SMB","East","High",16025,68,0.4824,0.3933,0.4121,6,21.61,0,1
"ACCT-1323","Enterprise","South","Low",49941,29,0.7819,0.6186,0.7226,0,8.77,0,0
"ACCT-1324","SMB","West","Medium",27411,4,0.5801,0.4504,0.6576,1,10.42,0,1
"ACCT-1325","Enterprise","South","Low",59616,24,0.7633,0.6865,0.7275,0,9.75,0,0
"ACCT-1326","SMB","East","High",11967,56,0.4136,0.3371,0.4131,8,20.8,1,1
"ACCT-1327","Mid-Market","North","Low",43919,78,0.8593,0.8631,0.5567,3,13.93,0,0
"ACCT-1328","SMB","South","Low",10175,52,0.7746,0.5717,0.6972,1,4.15,0,0
"ACCT-1329","Strategic","South","Medium",130643,46,0.6632,0.5781,0.5246,3,14.99,1,0
"ACCT-1330","Strategic","East","Medium",50158,9,0.8127,0.917,0.86,5,15.67,0,0
"ACCT-1331","Mid-Market","North","High",20306,22,0.3984,0.5341,0.3002,4,15.71,0,1
"ACCT-1332","Mid-Market","West","Medium",27244,12,0.7031,0.7196,0.5657,5,10,0,0
"ACCT-1333","SMB","South","Medium",14440,77,0.7771,0.7269,NA,1,11.36,0,0
"ACCT-1334","SMB","North","Medium",10324,39,0.7073,0.4717,NA,2,5.72,0,0
"ACCT-1335","Mid-Market","North","Low",23112,27,0.944,0.8854,0.849,1,10.03,0,0
"ACCT-1336","SMB","East","Medium",7906,45,0.4713,0.6381,0.444,2,7.89,0,0
"ACCT-1337","SMB","West","High",15443,11,0.6756,0.6775,NA,2,29.52,0,0
"ACCT-1338","SMB","West","High",15855,38,0.6717,0.6071,0.3705,4,17.21,0,0
"ACCT-1339","Mid-Market","South","Low",41991,54,0.9453,0.8893,0.7693,1,7.32,0,0
"ACCT-1340","Enterprise","West","Medium",58606,60,0.6926,0.6886,0.8832,3,16.72,1,0
"ACCT-1341","Mid-Market","East","Low",50984,13,0.6309,0.5075,0.8767,2,11.7,0,0
"ACCT-1342","Enterprise","South","High",113937,38,0.8191,0.7867,0.6679,3,11.33,0,0
"ACCT-1343","SMB","South","Medium",11530,37,0.7893,0.5856,0.7234,2,20.86,0,1
"ACCT-1344","Mid-Market","North","Medium",73015,18,0.7424,0.7739,0.663,0,9.61,0,0
"ACCT-1345","SMB","North","Low",10794,16,0.7127,0.6135,0.4957,5,24.37,1,0
"ACCT-1346","Enterprise","North","High",33655,16,0.5564,0.6196,0.4392,5,33.58,0,0
"ACCT-1347","Strategic","East","High",186396,52,0.7653,0.7932,0.546,6,15.98,1,1
"ACCT-1348","Enterprise","South","Medium",29919,46,0.7634,0.8914,0.6958,2,27.19,0,0
"ACCT-1349","Enterprise","West","Low",28845,96,0.3477,0.282,0.3226,3,9.75,0,0
"ACCT-1350","SMB","North","Low",15338,24,0.6279,0.6305,0.5499,5,12.66,0,0
"ACCT-1351","Enterprise","South","Medium",93213,31,0.5313,0.6251,0.3785,3,26.45,0,0
"ACCT-1352","SMB","North","Medium",11334,59,0.4899,0.6656,0.5503,4,18.14,0,0
"ACCT-1353","Enterprise","South","Medium",42373,26,0.941,0.7774,0.6418,3,13.22,0,0
"ACCT-1354","SMB","South","High",14718,10,0.4275,0.6286,NA,5,36.02,1,0
"ACCT-1355","Mid-Market","South","Low",60951,37,0.935,0.7868,0.6912,0,10.21,0,0
"ACCT-1356","Mid-Market","South","Medium",109059,12,0.4305,0.3797,0.5641,3,15.41,0,0
"ACCT-1357","SMB","West","Low",17388,13,0.9334,0.6915,0.7778,1,9.84,1,0
"ACCT-1358","SMB","West","Low",35707,15,0.4566,0.4559,NA,0,13.82,0,0
"ACCT-1359","SMB","East","Medium",21203,10,0.7575,0.736,0.4897,0,19.03,0,0
"ACCT-1360","Enterprise","North","Low",21402,13,0.8136,0.7406,0.6436,1,12.12,0,0
"ACCT-1361","Enterprise","East","High",100852,42,0.6062,0.5079,0.7391,5,22.06,0,0
"ACCT-1362","Mid-Market","West","High",19854,21,0.4991,0.5838,0.3449,6,15.64,1,0
"ACCT-1363","Mid-Market","East","High",38212,36,0.5736,0.6142,0.1725,4,10.26,0,0
"ACCT-1364","Enterprise","East","Medium",36778,49,0.51,0.3794,NA,3,6.51,1,0
"ACCT-1365","Enterprise","West","Low",87370,18,0.6712,0.5957,0.6563,4,7.57,0,1
"ACCT-1366","Mid-Market","East","Medium",19109,17,0.7571,0.8366,0.6519,1,9.32,0,0
"ACCT-1367","SMB","North","Medium",26222,28,0.6312,0.6923,0.5992,5,22.65,0,0
"ACCT-1368","SMB","North","Medium",13552,47,0.6673,0.6679,0.8579,2,3.88,0,1
"ACCT-1369","SMB","South","Low",7231,33,0.429,0.5558,0.4449,0,10.68,0,0
"ACCT-1370","Mid-Market","South","Low",22404,17,0.5465,0.6596,NA,6,37.83,1,0
"ACCT-1371","Strategic","West","Medium",286275,42,0.8057,0.8194,0.7243,0,6.21,0,0
"ACCT-1372","Mid-Market","South","High",51983,36,0.6172,0.7175,0.4014,3,26.66,0,0
"ACCT-1373","SMB","South","Medium",19561,39,0.5437,0.5556,0.377,2,19.07,0,1
"ACCT-1374","Mid-Market","South","High",52157,40,0.8173,0.8256,0.5204,4,32.78,1,1
"ACCT-1375","Mid-Market","South","Medium",21302,87,0.5338,0.3394,0.4928,5,35.57,1,1
"ACCT-1376","Mid-Market","West","Low",59989,33,0.7085,0.6726,0.5989,3,14.82,0,0
"ACCT-1377","SMB","West","Medium",12922,37,0.4251,0.436,0.5861,4,16.98,1,1
"ACCT-1378","SMB","North","Medium",8352,23,0.7652,0.5588,NA,1,14.76,0,0
"ACCT-1379","Mid-Market","North","High",38951,27,0.2279,0.3944,0.2604,3,13.31,1,0
"ACCT-1380","Strategic","North","Low",143956,55,0.99,0.8918,NA,1,9.93,0,0
"ACCT-1381","SMB","West","Low",9318,32,0.7211,0.8209,0.579,0,8.55,0,0
"ACCT-1382","Mid-Market","South","Medium",62466,55,0.6846,0.6189,0.7593,1,14.13,0,1
"ACCT-1383","Mid-Market","North","High",32433,96,0.6014,0.5377,0.5386,4,27.86,1,0
"ACCT-1384","SMB","West","Low",18602,23,0.5718,0.7092,0.21,3,13.46,0,0
"ACCT-1385","Strategic","North","Low",75974,24,0.6827,0.7347,NA,2,7.1,0,0
"ACCT-1386","Mid-Market","South","Medium",37509,49,0.4966,0.5529,0.5463,0,6.76,0,0
"ACCT-1387","SMB","South","Low",23724,22,0.5074,0.6987,NA,3,16.45,0,0
"ACCT-1388","Mid-Market","West","Medium",30950,34,0.6733,0.8098,0.7589,1,9.81,0,0
"ACCT-1389","Mid-Market","West","Low",23219,5,0.8597,0.7608,0.6846,4,11.18,0,0
"ACCT-1390","Mid-Market","West","Medium",30125,73,0.5485,0.4609,0.5701,1,10.52,0,0
"ACCT-1391","Mid-Market","North","High",20797,70,0.99,0.8131,0.5468,2,11.51,0,0
"ACCT-1392","Strategic","East","Low",138060,9,0.99,0.99,0.7465,2,17.58,0,0
"ACCT-1393","Mid-Market","South","Medium",69303,2,0.6255,0.4739,0.5315,2,16.47,0,0
"ACCT-1394","Enterprise","West","Medium",84028,19,0.3592,0.4401,0.4236,2,14.24,0,1
"ACCT-1395","Mid-Market","West","Low",44021,59,0.9109,0.8641,0.8198,1,13.76,0,0
"ACCT-1396","Mid-Market","South","Medium",65991,20,0.567,0.5388,0.5927,3,19.15,0,1
"ACCT-1397","Enterprise","South","Low",82100,69,0.8067,0.6533,0.5772,1,14.2,0,0
"ACCT-1398","Mid-Market","East","Medium",35984,6,0.7716,0.6932,0.8217,0,5.46,0,0
"ACCT-1399","Enterprise","West","Medium",131246,44,0.6849,0.5445,0.718,2,17.44,0,0
"ACCT-1400","SMB","South","Medium",20168,26,0.7355,0.747,0.4846,3,12.19,0,0
